Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
117,2021-03-18,06:52:47,Thursday,March,2021,Morning,Daytime,White Collar Crime,Yes,Residential,27,Male,Other,Yes,Yes,Solved,None,Alive,74,Central,23.330428,-19.997377,Minor,No,Marine scientist,Chartered accountant
118,2022-02-09,20:11:24,Wednesday,February,2022,Evening,Night,Property Crime,No,Residential,59,Female,Indian,No,No,Under Investigation,No visible injuries,Deceased,303,North,79.860319,18.242827,Moderate,Yes,Seismic interpreter,Barrister
119,2023-03-15,11:02:10,Wednesday,March,2023,Morning,Daytime,Drug Offense,No,Industrial,44,Female,Other,Yes,Yes,Under Investigation,Fractures,Alive,260,West,-87.7377305,43.996221,Minor,Yes,IT sales professional,Prison officer
120,2021-09-25,01:59:31,Saturday,September,2021,Morning,Daytime,Cyber Crime,No,Industrial,49,Male,Other,No,No,Closed,Fractures,Alive,266,East,-11.264754,72.805827,Minor,Yes,"Chemist, analytical",Electrical engineer
121,2020-12-03,03:11:18,Thursday,December,2020,Morning,Daytime,Violent Crime,Yes,Commercial,28,Male,Indian,No,No,Solved,Stab wound,Deceased,28,East,-59.892618,119.671456,Minor,Yes,Trading standards officer,"Designer, exhibition/display"
122,2023-10-18,15:41:33,Wednesday,October,2023,Afternoon,Daytime,Property Crime,Yes,Industrial,63,Female,Other,Yes,Yes,Under Investigation,None,Alive,200,North,-40.2372505,46.400776,Moderate,No,Podiatrist,Ecologist
123,2022-02-09,11:41:26,Wednesday,February,2022,Morning,Daytime,Property Crime,No,Industrial,57,Male,Indian,No,No,Closed,None,Deceased,62,East,1.3721815,100.970667,Moderate,Yes,Curator,Marine scientist
124,2023-12-07,10:30:56,Thursday,December,2023,Morning,Daytime,Violent Crime,No,Public,39,Female,Indian,No,No,Under Investigation,None,Deceased,354,East,81.0748625,-133.560989,Moderate,No,Radiation protection practitioner,"Engineer, electronics"
125,2022-07-04,19:29:13,Monday,July,2022,Evening,Night,Violent Crime,No,Public,62,Male,Other,Yes,Yes,Closed,Internal injuries,Deceased,291,South,30.551243,152.181101,Minor,No,"Psychologist, counselling",Actor
126,2021-11-10,18:03:09,Wednesday,November,2021,Evening,Night,Cyber Crime,No,Industrial,52,Male,Other,No,No,Solved,Internal injuries,Alive,89,North,-59.275624,157.649058,Moderate,No,Illustrator,Sports administrator
127,2021-04-30,18:34:06,Friday,April,2021,Evening,Night,Cyber Crime,Yes,Industrial,51,Male,Indian,No,No,Open,None,Alive,134,East,36.5498485,-130.310963,Minor,Yes,Research scientist (medical),Exhibition designer
128,2023-06-13,15:13:36,Tuesday,June,2023,Afternoon,Daytime,Property Crime,No,Residential,58,Male,Indian,Yes,Yes,Open,Broken bones,Alive,256,North,79.6688175,-168.393181,Severe,No,Community arts worker,Geophysicist/field seismologist
129,2020-05-05,07:02:42,Tuesday,May,2020,Morning,Daytime,Property Crime,Yes,Industrial,54,Male,Indian,Yes,Yes,Solved,None,Deceased,257,North,-21.125953,33.904731,Moderate,Yes,Secondary school teacher,Television camera operator
130,2023-05-16,05:00:55,Tuesday,May,2023,Morning,Daytime,Cyber Crime,Yes,Public,29,Male,Other,No,No,Under Investigation,None,Alive,291,Central,-62.611068,-44.382065,Severe,Yes,Manufacturing systems engineer,Herpetologist
131,2021-09-01,23:51:06,Wednesday,September,2021,Evening,Night,Drug Offense,Yes,Residential,23,Female,Indian,Yes,Yes,Closed,None,Alive,255,Central,-67.1133975,-160.967408,Severe,No,Building services engineer,Garment/textile technologist
132,2022-08-07,15:51:13,Sunday,August,2022,Afternoon,Daytime,Property Crime,No,Residential,34,Male,Other,Yes,Yes,Solved,None,Alive,137,West,1.2386375,-116.550007,Severe,No,Senior tax professional/tax inspector,Fisheries officer
133,2021-05-23,11:02:10,Sunday,May,2021,Morning,Daytime,Property Crime,No,Public,19,Female,Indian,No,No,Closed,None,Alive,210,East,21.355187,-24.472820,Moderate,No,Heritage manager,"Scientist, product/process development"
134,2021-02-21,09:29:00,Sunday,February,2021,Morning,Daytime,Violent Crime,No,Residential,53,Female,Other,Yes,Yes,Under Investigation,None,Deceased,348,South,50.407845,156.693056,Minor,No,"Engineer, materials",Ship broker
135,2020-11-23,14:25:43,Monday,November,2020,Afternoon,Daytime,Drug Offense,No,Industrial,58,Male,Indian,Yes,Yes,Open,Head injury,Deceased,293,North,80.347533,111.828613,Moderate,Yes,Operations geologist,Health promotion specialist
136,2022-06-27,00:46:16,Monday,June,2022,Morning,Daytime,Cyber Crime,No,Commercial,43,Female,Other,Yes,Yes,Open,None,Alive,324,East,9.805462,125.067738,Minor,No,Corporate investment banker,"Designer, graphic"
137,2021-01-18,19:44:42,Monday,January,2021,Evening,Night,Property Crime,No,Commercial,57,Female,Indian,Yes,Yes,Under Investigation,Minor cuts and bruises,Alive,292,North,-57.6487355,24.777467,Minor,Yes,Oncologist,"Therapist, art"
138,2023-12-24,02:44:09,Sunday,December,2023,Morning,Daytime,Cyber Crime,Yes,Residential,48,Female,Other,No,No,Solved,Head injury,Deceased,30,Central,60.2200115,178.768490,Moderate,No,Hydrographic surveyor,Manufacturing systems engineer
139,2024-01-08,02:19:23,Monday,January,2024,Morning,Daytime,Cyber Crime,No,Public,51,Female,Indian,Yes,Yes,Open,Gunshot wound,Deceased,147,Central,21.429545,-62.956796,Minor,No,Publishing rights manager,Records manager
140,2024-04-07,21:39:37,Sunday,April,2024,Evening,Night,Violent Crime,Yes,Industrial,35,Male,Indian,No,No,Solved,Minor cuts and bruises,Alive,222,Central,42.263451,170.069080,Severe,No,Best boy,"Producer, radio"
141,2022-07-21,14:20:02,Thursday,July,2022,Afternoon,Daytime,Drug Offense,No,Residential,38,Male,Other,Yes,Yes,Under Investigation,None,Alive,3,North,43.0159795,-151.864810,Minor,Yes,Wellsite geologist,"Engineer, structural"
142,2020-03-20,13:10:10,Friday,March,2020,Afternoon,Daytime,White Collar Crime,No,Commercial,23,Female,Other,Yes,Yes,Under Investigation,Gunshot wound,Deceased,358,Central,36.5750665,29.898296,Moderate,Yes,Administrator,Secretary/administrator
143,2020-07-25,21:11:53,Saturday,July,2020,Evening,Night,White Collar Crime,No,Residential,30,Male,Indian,No,No,Solved,No visible injuries,Deceased,45,West,-68.156627,179.170709,Moderate,No,Nutritional therapist,Accounting technician
144,2023-01-27,11:33:06,Friday,January,2023,Morning,Daytime,Violent Crime,Yes,Industrial,20,Male,Indian,Yes,Yes,Solved,Minor cuts and bruises,Deceased,112,East,-58.8206565,153.330696,Moderate,Yes,"Accountant, chartered certified",Geophysicist/field seismologist
145,2022-06-27,04:01:03,Monday,June,2022,Morning,Daytime,Drug Offense,No,Public,45,Male,Indian,No,No,Open,Stab wound,Alive,342,East,-29.149166,-104.473116,Moderate,Yes,"Teacher, primary school",Holiday representative
146,2021-08-17,05:29:59,Tuesday,August,2021,Morning,Daytime,Drug Offense,Yes,Industrial,57,Male,Other,Yes,Yes,Closed,None,Alive,40,Central,26.506064,67.441062,Minor,No,Lawyer,Music tutor
147,2021-06-06,11:33:41,Sunday,June,2021,Morning,Daytime,Violent Crime,Yes,Commercial,29,Male,Other,Yes,Yes,Solved,None,Alive,151,East,23.2018875,167.895011,Severe,No,"Presenter, broadcasting",Data scientist
148,2023-10-21,00:13:43,Saturday,October,2023,Morning,Daytime,White Collar Crime,Yes,Commercial,48,Female,Other,Yes,Yes,Open,Internal injuries,Deceased,146,East,-50.4055775,101.407260,Minor,Yes,Interpreter,"Conservation officer, nature"
149,2021-10-10,13:07:05,Sunday,October,2021,Afternoon,Daytime,White Collar Crime,Yes,Public,24,Male,Indian,No,No,Closed,None,Deceased,275,North,29.218718,7.457718,Moderate,No,Neurosurgeon,Physiotherapist
150,2024-03-08,23:31:23,Friday,March,2024,Evening,Night,Violent Crime,Yes,Industrial,46,Female,Indian,No,No,Closed,None,Deceased,44,North,-30.9013785,-74.668791,Minor,Yes,Print production planner,"Engineer, energy"
151,2020-06-03,10:21:58,Wednesday,June,2020,Morning,Daytime,Drug Offense,Yes,Public,37,Female,Other,Yes,Yes,Closed,Fractures,Alive,298,West,-81.066671,-54.356500,Moderate,No,Chartered accountant,"Embryologist, clinical"
152,2023-02-03,12:08:45,Friday,February,2023,Afternoon,Daytime,White Collar Crime,Yes,Public,47,Female,Other,No,No,Open,None,Deceased,175,South,81.2815855,-86.920616,Severe,Yes,"Exhibitions officer, museum/gallery",Tree surgeon
153,2022-07-13,22:30:39,Wednesday,July,2022,Evening,Night,Property Crime,No,Industrial,39,Male,Indian,Yes,Yes,Closed,Stab wound,Alive,202,East,-66.745529,94.941605,Severe,No,Higher education careers adviser,Manufacturing engineer
154,2023-07-02,23:12:52,Sunday,July,2023,Evening,Night,Violent Crime,Yes,Industrial,43,Female,Other,No,No,Solved,None,Alive,330,South,-75.5205865,159.237687,Severe,No,"Scientist, clinical (histocompatibility and immunogenetics)",Sports development officer
155,2023-08-30,20:13:14,Wednesday,August,2023,Evening,Night,Property Crime,Yes,Commercial,46,Male,Other,Yes,Yes,Under Investigation,Head injury,Alive,210,West,32.0313925,83.175230,Severe,Yes,Forest/woodland manager,Publishing copy
156,2021-10-31,00:12:32,Sunday,October,2021,Morning,Daytime,Property Crime,Yes,Commercial,59,Male,Other,Yes,Yes,Closed,Gunshot wound,Alive,64,West,-18.6305175,-157.325196,Severe,No,Armed forces logistics/support/administrative officer,Associate Professor
157,2021-05-20,09:09:46,Thursday,May,2021,Morning,Daytime,Property Crime,No,Industrial,34,Male,Indian,Yes,Yes,Open,Severe lacerations,Deceased,107,West,-88.959934,-24.409607,Severe,No,Actor,Counselling psychologist
158,2020-07-16,00:30:28,Thursday,July,2020,Morning,Daytime,Cyber Crime,No,Industrial,54,Female,Indian,Yes,Yes,Closed,Minor cuts and bruises,Alive,95,West,24.8218085,-60.725267,Minor,No,Transport planner,Occupational psychologist
159,2021-11-17,21:04:52,Wednesday,November,2021,Evening,Night,Property Crime,No,Residential,42,Male,Other,No,No,Under Investigation,None,Deceased,117,South,-38.232696,2.269681,Minor,No,Translator,"Civil engineer, consulting"
160,2020-09-23,14:47:46,Wednesday,September,2020,Afternoon,Daytime,Property Crime,No,Public,21,Female,Other,No,No,Closed,None,Deceased,308,East,-4.360994,-6.628825,Moderate,No,Social worker,"Programmer, applications"
161,2022-10-07,11:36:13,Friday,October,2022,Morning,Daytime,Cyber Crime,No,Public,26,Male,Indian,No,No,Closed,None,Alive,348,Central,-82.2612425,100.241413,Minor,No,Armed forces operational officer,Energy manager
162,2023-02-19,07:01:24,Sunday,February,2023,Morning,Daytime,Drug Offense,No,Industrial,47,Female,Other,Yes,Yes,Closed,None,Deceased,239,North,-33.7382575,101.596632,Minor,Yes,Logistics and distribution manager,Emergency planning/management officer
163,2021-09-18,12:36:20,Saturday,September,2021,Afternoon,Daytime,White Collar Crime,Yes,Public,41,Male,Indian,Yes,Yes,Under Investigation,None,Alive,161,North,-9.114667,-12.371672,Minor,Yes,"Scientist, forensic",Music tutor
164,2022-03-02,06:42:16,Wednesday,March,2022,Morning,Daytime,Drug Offense,Yes,Industrial,37,Female,Other,No,No,Open,None,Alive,73,North,2.3257915,-51.171380,Minor,Yes,Armed forces operational officer,Information officer
165,2020-08-12,21:03:43,Wednesday,August,2020,Evening,Night,White Collar Crime,No,Public,25,Male,Other,Yes,Yes,Closed,None,Alive,88,Central,33.730239,85.912449,Severe,No,Primary school teacher,Art gallery manager
166,2023-07-04,01:07:10,Tuesday,July,2023,Morning,Daytime,White Collar Crime,Yes,Residential,31,Male,Other,Yes,Yes,Closed,Gunshot wound,Deceased,315,East,33.6176615,56.281508,Severe,Yes,Commercial/residential surveyor,Chartered certified accountant
167,2020-09-10,16:14:15,Thursday,September,2020,Afternoon,Daytime,Violent Crime,No,Commercial,35,Female,Other,No,No,Solved,None,Deceased,121,North,-63.497251,-97.431573,Moderate,Yes,Patent attorney,"Engineer, production"
168,2023-10-01,03:36:22,Sunday,October,2023,Morning,Daytime,Violent Crime,No,Industrial,18,Female,Other,Yes,Yes,Solved,Broken bones,Alive,204,South,-69.2920005,49.209299,Severe,No,"Surveyor, land/geomatics","Nurse, mental health"
169,2020-05-02,14:27:59,Saturday,May,2020,Afternoon,Daytime,Drug Offense,Yes,Industrial,46,Female,Other,Yes,Yes,Open,Minor cuts and bruises,Alive,282,South,-22.964100,83.073970,Minor,No,English as a second language teacher,"Conservation officer, historic buildings"
170,2022-05-16,13:56:53,Monday,May,2022,Afternoon,Daytime,Cyber Crime,No,Residential,50,Female,Indian,Yes,Yes,Closed,Severe lacerations,Deceased,271,North,-4.2088355,53.454927,Minor,No,Clinical biochemist,"Surveyor, hydrographic"
171,2022-06-06,16:05:05,Monday,June,2022,Afternoon,Daytime,Property Crime,No,Industrial,40,Female,Indian,No,No,Closed,Severe lacerations,Alive,285,North,55.2439005,-71.989601,Severe,No,Housing manager/officer,Private music teacher
172,2024-05-16,03:38:44,Thursday,May,2024,Morning,Daytime,Drug Offense,No,Public,38,Male,Other,Yes,No,Open,Minor cuts and bruises,Deceased,325,South,34.037969,107.851405,Minor,Yes,Games developer,Government social research officer
173,2021-12-21,13:29:07,Tuesday,December,2021,Afternoon,Daytime,Violent Crime,No,Residential,40,Female,Indian,No,No,Open,Internal injuries,Alive,228,East,-58.128596,150.106707,Moderate,No,Child psychotherapist,Drilling engineer
174,2023-07-12,07:17:31,Wednesday,July,2023,Morning,Daytime,Cyber Crime,No,Residential,37,Male,Other,No,No,Solved,None,Deceased,136,Central,-31.463702,-27.229635,Moderate,Yes,Accounting technician,Social worker
175,2024-05-19,16:46:43,Sunday,May,2024,Afternoon,Daytime,Property Crime,Yes,Industrial,26,Female,Indian,Yes,Yes,Open,None,Alive,62,North,-76.639871,-114.612402,Severe,No,Music tutor,Government social research officer
176,2021-01-02,06:39:29,Saturday,January,2021,Morning,Daytime,White Collar Crime,No,Public,31,Female,Other,No,No,Solved,None,Alive,6,Central,61.576631,12.685473,Minor,No,Event organiser,Sports coach
177,2022-05-26,20:28:56,Thursday,May,2022,Evening,Night,Drug Offense,No,Residential,18,Male,Indian,No,No,Open,None,Deceased,137,Central,-25.5389595,-145.217646,Minor,Yes,"Scientist, marine",Information systems manager
178,2022-10-13,05:43:18,Thursday,October,2022,Morning,Daytime,White Collar Crime,Yes,Residential,33,Female,Indian,No,No,Closed,None,Deceased,140,West,10.1792845,157.429662,Moderate,No,Quantity surveyor,Historic buildings inspector/conservation officer
179,2021-06-16,07:26:56,Wednesday,June,2021,Morning,Daytime,Violent Crime,Yes,Industrial,22,Female,Indian,Yes,Yes,Solved,Gunshot wound,Deceased,349,Central,-85.839584,116.955527,Moderate,Yes,Retail merchandiser,Land
180,2023-02-14,23:09:43,Tuesday,February,2023,Evening,Night,Violent Crime,No,Commercial,63,Female,Other,No,No,Solved,No visible injuries,Deceased,283,West,80.406995,-166.424472,Minor,No,"Conservation officer, nature",Occupational hygienist
181,2021-04-27,12:21:50,Tuesday,April,2021,Afternoon,Daytime,Cyber Crime,No,Commercial,28,Male,Other,Yes,Yes,Under Investigation,None,Alive,309,Central,47.0294585,-138.952886,Moderate,Yes,Control and instrumentation engineer,"Engineer, maintenance"
182,2024-03-23,22:48:47,Saturday,March,2024,Evening,Night,Drug Offense,Yes,Commercial,64,Female,Indian,Yes,No,Solved,None,Alive,220,South,-32.7003205,-53.665758,Severe,No,Consulting civil engineer,Facilities manager
183,2023-04-09,08:32:13,Sunday,April,2023,Morning,Daytime,White Collar Crime,Yes,Residential,53,Female,Indian,No,No,Solved,None,Alive,362,East,73.342728,137.305769,Moderate,No,Consulting civil engineer,Research scientist (physical sciences)
184,2020-12-01,04:19:02,Tuesday,December,2020,Morning,Daytime,Violent Crime,Yes,Commercial,36,Male,Indian,No,No,Open,None,Deceased,291,West,-83.0167975,102.627936,Moderate,No,"Therapist, occupational",Mechanical engineer
185,2024-02-28,01:42:58,Wednesday,February,2024,Morning,Daytime,Cyber Crime,Yes,Residential,48,Male,Other,Yes,Yes,Solved,None,Deceased,315,West,-7.1341745,-173.216371,Moderate,Yes,English as a second language teacher,"Surveyor, building control"
186,2021-05-21,11:56:50,Friday,May,2021,Morning,Daytime,Violent Crime,Yes,Residential,61,Male,Other,Yes,No,Closed,Minor cuts and bruises,Alive,312,East,42.794735,78.189321,Minor,No,Sports coach,Interior and spatial designer
187,2020-09-01,09:56:48,Tuesday,September,2020,Morning,Daytime,Property Crime,Yes,Public,36,Female,Indian,Yes,Yes,Closed,Head injury,Alive,344,East,-53.1050825,144.434308,Moderate,No,Operational investment banker,"Engineer, aeronautical"
188,2022-09-10,10:42:28,Saturday,September,2022,Morning,Daytime,Property Crime,No,Commercial,19,Male,Indian,No,No,Closed,Minor cuts and bruises,Deceased,327,Central,-11.689823,26.207996,Severe,No,Barrister's clerk,"Engineer, manufacturing"
189,2020-04-28,06:39:37,Tuesday,April,2020,Morning,Daytime,Property Crime,No,Residential,60,Female,Indian,Yes,No,Closed,Gunshot wound,Alive,54,South,-22.996103,4.235505,Moderate,Yes,Prison officer,Equities trader
190,2022-03-19,10:25:07,Saturday,March,2022,Morning,Daytime,White Collar Crime,No,Commercial,48,Male,Other,No,No,Solved,Fractures,Alive,60,North,-46.4242805,-16.306758,Moderate,No,Adult guidance worker,Market researcher
191,2024-08-03,03:29:42,Saturday,August,2024,Morning,Daytime,Drug Offense,No,Public,34,Male,Other,No,No,Open,Gunshot wound,Alive,155,Central,79.2318615,-98.816416,Severe,Yes,Manufacturing engineer,Advertising copywriter
192,2024-03-05,19:09:21,Tuesday,March,2024,Evening,Night,White Collar Crime,Yes,Industrial,53,Male,Other,No,No,Closed,Broken bones,Deceased,59,West,-73.5387185,-166.811938,Moderate,No,Financial controller,Armed forces technical officer
193,2020-02-08,16:22:28,Saturday,February,2020,Afternoon,Daytime,White Collar Crime,Yes,Public,60,Female,Other,Yes,Yes,Closed,Fractures,Deceased,202,Central,85.5237365,-4.621516,Severe,No,Broadcast engineer,Biomedical engineer
194,2022-12-07,04:53:39,Wednesday,December,2022,Morning,Daytime,Property Crime,No,Commercial,62,Female,Indian,Yes,Yes,Open,None,Alive,270,North,23.4550235,-107.065696,Minor,Yes,"Engineer, technical sales","Production assistant, radio"
195,2023-09-14,19:05:09,Thursday,September,2023,Evening,Night,Property Crime,Yes,Industrial,24,Female,Indian,Yes,Yes,Closed,None,Alive,39,South,6.1093255,-12.522134,Minor,Yes,"Editor, film/video",Land/geomatics surveyor
196,2023-06-23,06:31:19,Friday,June,2023,Morning,Daytime,White Collar Crime,Yes,Industrial,57,Female,Other,No,No,Open,None,Deceased,137,South,-87.4140965,39.732907,Severe,Yes,"Geneticist, molecular","Social research officer, government"
197,2024-07-08,08:30:31,Monday,July,2024,Morning,Daytime,Property Crime,No,Commercial,31,Male,Indian,Yes,Yes,Solved,Fractures,Deceased,209,West,34.191619,-157.484145,Moderate,No,Systems analyst,Community education officer
198,2023-06-24,22:20:47,Saturday,June,2023,Evening,Night,Violent Crime,Yes,Industrial,40,Female,Indian,Yes,No,Solved,Minor cuts and bruises,Deceased,336,East,-44.012814,-178.330270,Minor,No,"Restaurant manager, fast food",Corporate investment banker
